storyid,storytitle,sentence1,sentence2,sentence3,sentence4,sentence5
1dd8d3d2-9c15-4197-b529-ade0a2b69453,Missed,Alex was determined to make his freshmen year in college great.,So he was horrified when he slept straight through his first class.,He was frantic until his roommate told him the notes were online.,"Sure enough, his professor had posted all the notes for that day.",Alex had never been more grateful for the Internet.
05189dc8-5816-4bba-9a01-f6c8f62a58e2,Dinging,The sound of the monitor was annoying.,I tried looking up a code to change it.,I found one that made interesting sounds.,I picked one that sounded like a cash register.,I placed the code and went back to work.
603aefd5-8202-469b-bb77-5f52424055ad,Bradley plays the drums.,Bradley loves to play the drums.,He practices every day in his bedroom.,"One day, his friend hears him playing.",He invites Bradley to join his band.,"Now, Bradley performs all over the world!"
ad2dc13b-a97a-4cce-a9fa-24d752b1fe0e,Oil Change,Nick needed to get an oil change.,He went to the store to have it done.,He was too lazy to do it himself.,While they did it for him he lounged around the store.,Eventually he paid and drove back home with his new oil.
2644e6dc-1dc4-4516-b82b-1b6a7c419896,The fruit basket,A friend of mine did a big favor for me.,I wanted to find a way to repay her.,I decided to make her a nice fruit basket.,I bought the brightest and freshest fruits.,They looked perfect together.
46713817-c6be-4344-91f7-13b1c111131a,Bet Ya Can't,Troy bet Willie he couldn't do a hundred push-ups.,Willie took his bet and smacked his palms together.,He fell to the floor and started doing push-ups.,He did one hundred and one of them.,Troy paid up and stopped making bets with Willie.
923e76ec-312e-4bc3-a943-571a57b01d41,Sports,Josh loved hockey but wanted to learn to play tennis.,His friend Ben was great at tennis but wanted to play hockey.,The two boys decided to help each other out.,They got together and traded sports techniques.,Now each boy is twice as athletic!
71bcbfde-2e9e-4a75-b262-bf64aedbf46e,Tryouts,She was excited to go to tryouts.,She put on her cheerleading outfit.,She grabbed her pom poms and ran to practice.,She did several cartwheels and tricks.,She was very sad when they chose someone else.
32cbe0b2-a60b-4ec5-8593-79e640ca560a,Rollerskating.,Caity was going roller skating.,She paid for her entrance.,"Then, she got her size of roller skates.",She spent an hour or two skating.,"Then, she went home."
6b9617ce-3b4d-41f8-b15e-f51f7a402aa3,Daria,Daria started her new job but was shy and afraid.,Her first day was hectic and overwhelming for her.,Eventually she made friends and got better at her job.,After working there for over a year she got a promotion.,She looked back at how scared she was at first and laughed.
24827d41-bf16-4842-823e-8aa877734b6d,Birthday Cake,Jake's parents got him the birthday cake he wanted.,They had them sign it to him.,Once Jake opened the box he was amused.,They had written the wrong thing.,Jake still appreciated the gesture and ate it.
08efd620-3d0e-40f9-8802-fd593ea436b3,Leak,Jack was rowing in a canoe with his friend Rose.,The sun was shining and the water was calm.,It seemed like the perfect day for a canoe ride.,"Suddenly, Jack noticed his shoes were wet.",The canoe had sprung a leak.
6e4a4c40-3572-497e-9333-108d558b676f,Babies?,Jamies job requires her to travel a lot.,She has no family of her own so she doesn't mind.,Her friends feel sorry for her.,They think at her age she should have a family.,She promised herself to take her time with it and just be happy.
1b83d587-ebe2-478f-a669-222df0c46a85,A lost lens.,Frank was wrestling with a friend.,"Suddenly, his glasses came off.",He went to pick them up and saw that they were broken.,He couldn't find the lens.,He had to search all over the floor before he found it.
7df3332d-5163-41a7-aa32-6c4d08d9fb6e,Lactose Intolerant,Tim was lactose intolerant.,A friend gave him some candy.,Tim didn't realize it had dairy in it.,He ate it all and got sick.,His friend apologized for not knowing.
ef18d107-3258-4659-b331-360bb13889c2,The Sandbox,Amy and her sister went to the park with their dad.,The girls played in the sandbox.,A little boy joined them in the sand box.,The boy began throwing sand all around.,Amy was upset the sand got in her eyes and hair.
594aa422-3cec-4935-97a9-97bd451819e3,Start Exercising,My sister is moving into a new apartment.,She asked me to help her with the move.,That's when I realized how grossly out of shape I am.,"While moving the sofa to the house, I almost passed out.",She had the nerve to laugh at me before giving me water.
37ce3550-af66-44fc-a501-df7b1cbf57d9,Jury Duty,Jane had been selected for jury duty.,She was curious about what the case was going to be.,On her first day she learned it was a murder trial.,She listened to both sides of the story and made a decision.,In the juror meeting she voted not guilty.
b2db335a-f820-4f60-914c-e0a398fc72d7,The Flu Shot,The woman didn't want to catch the flu.,She got a flu shot from her doctor.,She hoped it would keep her healthy all winter.,"In January, her body started aching.",She had caught the flu anyway!
99564aef-c1ed-4966-b976-628ed7629256,Yin's Chopsticks,Yin wanted to learn how to eat with chopsticks.,Her mother said that she would help her learn.,She gave Yin a very special pair of chopsticks.,They made learning much easier.,Soon Yi was the best out of all her friends at using chopsticks.
3e1e2738-9378-48fc-b276-b4b05a0e07c3,Pruning job,Jim was tasked with cutting a branch from a tree.,He was told to use a ladder to reach it.,"He decided not to, since he could reach it with the saw.","When the branch came free, it hit Jim in the head.","Jim now uses ladders to saw branches, even if he can just reach them."
8b1d1007-8e4b-4776-80b8-693a6f523e6c,The Game Show,The contestants were lined up.,They were all going to be on a gameshow.,Bob was selected first.,He won a million dollars!,It was a great day for Bob!
1e1999ee-b7a5-4562-bc83-30226257ff7e,She Was Lucky I Was There,I was in the noodle aisle at the grocery store a couple of weeks ago.,A woman ahead of me was pushing a cart with a child in its seat.,She'd given the small boy her purse to occupy his attention.,"As she was looking at food, the boy threw her wallet on the floor.",I tapped her shoulder and let her know that he had done that.
d6f8c2de-b70d-46c1-901b-32aa2cd1638e,Jackson Plays Oboe,Jackson was interested in learning to play the oboe.,"However, his school did not offer instruction in the oboe.",Jackson found an independent oboe tutor.,He practiced the oboe every day with his tutor.,Jackson became one of the best oboe players in town.
c00e9ccf-b7e3-4342-95eb-2e6d1f110d49,Stale,Lai Topaz was a fraud.,He made a lot of money off self help ads.,His ads were him talking about success while showing off his money.,One day it was found out that he rented the home he filmed in.,"His ad career ruined, he flips burgers now at McDonald's."
4664a50d-03fe-4cb3-9938-7abf0f6a326c,dirty,The windows were dirty.,The woman cleaned them well.,She walked to throw away the cleaning supplies.,She heard a loud bang.,A bird had ran into the clean window.
37e26460-02a6-4e92-9bb0-c6f2997a9a1d,Champ,Gary was the pinball champion.,But one day a stranger came into the arcade.,He challenged Gary to a one-on-one pinball match.,"Gary, full of swagger, readily agreed.",But then he was chastened - the new kid beat him badly!
db3fe94d-fd9f-4183-865d-e117349f251b,Missing Chihuahua,I took in a tiny chihuahua who was mistreated.,She shivered a lot and loved blankets.,"Once when I was changing the king bed, I could not find the dog.",I looked inside and out and began to panic.,She had climbed in the pile of bedding on the floor.
ce3884ff-5c9d-45c5-acd8-130d284905ce,Hailey twisted her ankle,Hailey was playing basketball in the gym with her friends.,Hailey fell down and rolled her ankle with all of her weight on it.,The ankle swelled up and turned colors because of a very dark bruise.,Hailey needed to go to the doctors and a appointment was made for her.,The doctor saw her and said her ligament was torn and needed surgery.
cd017d19-cdda-4b38-a377-be56ed14c972,Lights,Tim wanted to have the perfect apartment.,He had just moved into a new place.,He had decided the apartment could benefit from better lights.,He went to the store and bought lights.,He installed the lights and improved his homes value.
b796cd2b-3d34-479c-9858-7e1a5100c2f0,Stressful Lecture,The teacher introduced us to a new chapter in the book.,He spoke too fast since the chapter was extremely long.,"After a half an hour, the whole class became confused.",Some students decided to leave early.,"Although I was lost, I tried to remain in class and ask questions."
a33e8776-db1f-4cd4-8e70-c08e2161f9a4,Too many prunes,Kyle was having some constipation problems.,He told his Grandma and asked for some advice.,She advised him to eat 15 prunes a day for two weeks.,He misheard her and ate 50 prunes a day instead of 15.,Kyle ended up having the opposite problem as it gave him diarrhea.
92b2072b-39fa-4523-b0c5-7b8ad40f8d0c,Fish,Jon thought he could catch the biggest fish in the pond.,He dug up enough earthworms for that day.,Jon walked to the pond but forgot his pole at home.,He ran home and grabbed the fishing pole.,"After three castings, he reeled in the biggest fish in the pond."
b8076b69-80db-4f07-b1b0-dd910e726bae,Bike,My son bought a single speed bike a year ago.,He liked the simplicity of the bike.,"After riding it up and down Brighton hills, he changed his mind.",He sold the bike and bought a multi speed bicycle.,He now bikes to work without working up a big sweat.
72d1d359-2f54-4311-b252-526fb403417e,tattoo,The man was drunk.,He wanted a tattoo.,He went to the parlor.,The artist would not tattoo drunk people.,The man had to come back sober.
07417657-901d-477c-8d00-7c62ddff6060,tied,Gary tied up his brother.,He refused to let him go.,His parents came home.,They looked for Gary's brother.,They found him tied up.
290be411-e962-4dbf-9a9d-822bdce9ea05,Road Trip,The Pearson's decided to go on a road trip.,It took them awhile to get ready.,They had to save money and make plans.,Finally they left for their trip.,They had an amazing time!
dca034dd-b31f-40ec-a20c-12a97c1833e4,Dean's Song,Dean loves making music.,"Whenever Dean has free time, he writes new songs.","One day, he finds a flier for a talent show in his town.",He decides to participate in the talent show with an original song.,Dean wins after his stellar performance and gets a standing ovation.
3a1dc60b-8b7f-47aa-91dd-c6257e35160e,Playing Video Games,Henry was playing a video game.,It was particularly violent.,He decided to pretend the blood was just raspberry jam.,The game continued to be quite violent.,Henry turned off the video game when he felt it was too scary.
d21c4645-3e1f-48c8-96a5-79bc19f30e58,Music,Gina was in the 9th grade.,She had a class with a cool boy named Duane.,He wanted to know what type of music she liked.,When she answered he laughed and said it was for kids.,Gina hadn't realized she needed to change music she liked.
